keys,en,it,de,fr
Combat statistics,Combat statistics,Statistiche di combattimento,Kampfstatistiken,Statistiques de combat
Combat Statistics,Combat Statistics,Statistiche di combattimento,Kampfstatistiken,Statistiques de combat
COMBAT STATISTICS,COMBAT STATISTICS,STATISTICHE DI COMBATTIMENTO,KAMPFSTATISTIKEN,STATISTIQUES DE COMBAT
Current run statistics,Current run statistics,Statistiche della sessione attuale,Statistiken des aktuellen Laufs,Statistiques de l'expédition actuelle
Overview,Overview,Panoramica,Übersicht,Aperçu
Healing,Healing,Cure,Heilung,Soins
Healing statistics,Healing statistics,Statistiche delle cure,Heilungsstatistiken,Statistiques de soins
Base attacks,Base attacks,Attacchi base,Standardangriffe,Attaques de base
Active skills,Active skills,Abilità attive,Aktive Fähigkeiten,Compétences actives
Counters,Counters,Contrattacchi,Konter,Ripostes
Damage taken,Damage taken,Danni subiti,Erlittener Schaden,Dégâts subis
Healing done,Healing done,Cure effettuate,Geleistete Heilung,Soins prodigués
Healing received,Healing received,Cure ricevute,Erhaltene Heilung,Soins reçus
Total,Total,Totale,Gesamt,Total
Peak,Peak,Picco,Spitze,Sommet
Hit,Hit,Colpo,Treffer,Touche
%s · Total %s · Peak %s,%s · Total %s · Peak %s,%s · Totale %s · Picco %s,%s · Gesamt %s · Höchstwert %s,%s · Total %s · Pic %s
Companion support: %s · %s passive applications,Companion support: %s · %s passive applications,Supporto compagno: %s · %s applicazioni passive,Begleiterunterstützung: %s · %s passive Anwendungen,Soutien du compagnon : %s · %s applications passives
Overall top hit,Overall top hit,Miglior colpo assoluto,Bester Treffer insgesamt,Meilleur coup global
Overall top hit: %s by %s (%s),Overall top hit: %s by %s (%s),Miglior colpo assoluto: %s di %s (%s),Bester Treffer insgesamt: %s von %s (%s),Meilleur coup global : %s par %s (%s)
No combat statistics recorded yet.,No combat statistics recorded yet.,Nessuna statistica di combattimento ancora registrata.,Noch keine Kampfstatistiken aufgezeichnet.,Aucune statistique de combat enregistrée pour l'instant.
Totals and peaks cover the current run; opening Stats never pauses combat.,Totals and peaks cover the current run; opening Stats never pauses combat.,Totali e picchi coprono la sessione attuale; aprire Statistiche non mette mai in pausa il combattimento.,Gesamtwerte und Höchstwerte beziehen sich auf den aktuellen Durchlauf; das Öffnen der Statistiken pausiert den Kampf nie.,Les totaux et les pics couvrent la session en cours ; ouvrir les Statistiques ne met jamais le combat en pause.
%s · Healed %s · Received %s,%s · Healed %s · Received %s,%s · Cure effettuate %s · Ricevute %s,%s · Geheilt %s · Erhalten %s,%s · Soins %s · Reçus %s
Party healing total: %s,Party healing total: %s,Cure totali del gruppo: %s,Gesamtheilung der Gruppe: %s,Total des soins du groupe : %s
No healing recorded yet.,No healing recorded yet.,Nessuna cura ancora registrata.,Noch keine Heilung aufgezeichnet.,Aucun soin enregistré pour l'instant.
Healing shows effective Health restored; modifiers and ongoing buffs stay in Buffs.,Healing shows effective Health restored; modifiers and ongoing buffs stay in Buffs.,Le cure mostrano i Punti Salute effettivamente ripristinati; modificatori e potenziamenti continui restano in Potenziamenti.,Heilung zeigt das tatsächlich wiederhergestellte Leben; Modifikatoren und anhaltende Buffs bleiben unter Buffs.,Les soins affichent la Vie réellement restaurée ; les modificateurs et les améliorations en cours restent dans Améliorations.
%s turn,%s turn,%s turno,%s Zug,%s tour
%s turns,%s turns,%s turni,%s Züge,%s tours
Source: %s · Target: %s,Source: %s · Target: %s,Fonte: %s · Bersaglio: %s,Quelle: %s · Ziel: %s,Source : %s · Cible : %s
Strength: %s%s · Longest duration: %s,Strength: %s%s · Longest duration: %s,Potenza: %s%s · Durata massima: %s,Intensität: %s%s · Längste Dauer: %s,Puissance : %s%s · Durée la plus longue : %s
Uptime: %s%% (%s/%s turns) · Applications: %s,Uptime: %s%% (%s/%s turns) · Applications: %s,Tempo attivo: %s%% (%s/%s turni) · Applicazioni: %s,Aktive Zeit: %s%% (%s/%s Züge) · Anwendungen: %s,Temps actif : %s%% (%s/%s tours) · Applications : %s
Raid run time and records,Raid run time and records,Tempo e record del raid,Raid-Laufzeit und Rekorde,Durée et records de raid
Live run time: %s,Live run time: %s,Tempo della sessione in corso: %s,Laufende Zeit: %s,Durée de la partie en cours : %s
Best clear: %s · %s,Best clear: %s · %s,Miglior completamento: %s · %s,Bester Abschluss: %s · %s,Meilleure victoire : %s · %s
Fastest clears,Fastest clears,Completamenti più veloci,Schnellste Abschlüsse,Victoires les plus rapides
Recent clears,Recent clears,Completamenti recenti,Jüngste Abschlüsse,Victoires récentes
Combat record bests,Combat record bests,Migliori record di combattimento,Bestwerte der Kampfrekorde,Meilleurs records de combat
No raid clears recorded yet.,No raid clears recorded yet.,Nessun completamento raid ancora registrato.,Noch keine Raid-Abschlüsse aufgezeichnet.,Aucune victoire de raid enregistrée pour l'instant.
No combat records recorded yet.,No combat records recorded yet.,Nessun record di combattimento ancora registrato.,Noch keine Kampfrekorde aufgezeichnet.,Aucun record de combat enregistré pour l'instant.
%s. %s · %s,%s. %s · %s,%s. %s · %s,%s. %s · %s,%s. %s · %s
%s: %s · %s · %s,%s: %s · %s · %s,%s: %s · %s · %s,%s: %s · %s · %s,%s : %s · %s · %s
%s %s,%s %s,%s %s,%s %s,%s %s
Unknown date,Unknown date,Data sconosciuta,Unbekanntes Datum,Date inconnue
Records,Records,Record,Rekorde,Records
Raid Records,Raid Records,Record dei raid,Raid-Rekorde,Records de raid
RAID RECORDS,RAID RECORDS,RECORD DEL RAID,RAID-REKORDE,RECORDS DE RAID
FASTEST CLEARS,FASTEST CLEARS,COMPLETAMENTI PIÙ VELOCI,SCHNELLSTE ABSCHLÜSSE,VICTOIRES LES PLUS RAPIDES
RECENT CLEARS,RECENT CLEARS,COMPLETAMENTI RECENTI,JÜNGSTE ABSCHLÜSSE,VICTOIRES RÉCENTES
COMBAT RECORD BESTS,COMBAT RECORD BESTS,MIGLIORI RECORD DI COMBATTIMENTO,BESTWERTE DER KAMPFREKORDE,MEILLEURS RECORDS DE COMBAT
FIGHT CONTRIBUTIONS,FIGHT CONTRIBUTIONS,CONTRIBUTI IN COMBATTIMENTO,KAMPFBEITRÄGE,CONTRIBUTIONS AU COMBAT
Current run · party heroes,Current run · party heroes,Sessione attuale · eroi del gruppo,Aktueller Lauf · Gruppenhelden,Expédition actuelle · héros du groupe
Outgoing,Outgoing,Inflitti,Ausgehend,Sortant
Outgoing damage,Outgoing damage,Danni inflitti,Verursachter Schaden,Dégâts infligés
Incoming,Incoming,Subiti,Eingehend,Entrant
Incoming damage,Incoming damage,Danni subiti,Erlittener Schaden,Dégâts subis
Buff contributions,Buff contributions,Contributi ai potenziamenti,Buff-Beiträge,Contributions d'améliorations
Support contributions,Support contributions,Contributi di supporto,Unterstützungsbeiträge,Contributions de soutien
damage,damage,danni,Schaden,dégâts
applications,applications,applicazioni,Anwendungen,applications
Effective HP damage dealt during the current run.,Effective HP damage dealt during the current run.,Danni effettivi ai PV inflitti durante la sessione attuale.,"Effektiver LP-Schaden, der im aktuellen Lauf verursacht wurde.",Dégâts de PV effectifs infligés pendant l'expédition actuelle.
Effective HP damage received after barriers and prevention.,Effective HP damage received after barriers and prevention.,Danni effettivi ai PV subiti dopo barriere e prevenzione.,Effektiver LP-Schaden nach Barrieren und Schadensverhinderung.,Dégâts de PV effectifs subis après barrières et prévention.
"Effective healing, shields, buffs, debuffs, and other support applications.","Effective healing, shields, buffs, debuffs, and other support applications.","Cure efficaci, scudi, potenziamenti, penalità e altre applicazioni di supporto.","Effektive Heilung, Schilde, Buffs, Debuffs und andere Unterstützungsanwendungen.","Soins effectifs, boucliers, améliorations, affaiblissements et autres applications de soutien."
"Shields, buffs, debuffs, healing modifiers, and other support applications.","Shields, buffs, debuffs, healing modifiers, and other support applications.","Scudi, potenziamenti, penalità, modificatori delle cure e altre applicazioni di supporto.","Schilde, Buffs, Debuffs, Heilungsmodifikatoren und andere Unterstützungseffekte.","Boucliers, améliorations, affaiblissements, modificateurs de soins et autres effets de soutien."
Total: %s %s · %s,Total: %s %s · %s,Totale: %s %s · %s,Gesamt: %s %s · %s,Total : %s %s · %s
No contributions recorded yet.,No contributions recorded yet.,Nessun contributo ancora registrato.,Noch keine Beiträge aufgezeichnet.,Aucune contribution enregistrée pour l'instant.
Totals cover the current run.,Totals cover the current run.,I totali coprono la sessione attuale.,Die Gesamtwerte beziehen sich auf den aktuellen Durchlauf.,Les totaux couvrent la session en cours.
YOU WIN!,YOU WIN!,HAI VINTO!,SIEG!,VICTOIRE !
FLOOR 100 · THE ZENITH,FLOOR 100 · THE ZENITH,PIANO 100 · LO ZENIT,EBENE 100 · DER ZENIT,ÉTAGE 100 · LE ZÉNITH
THE TOWER IS CONQUERED,THE TOWER IS CONQUERED,TORRE CONQUISTATA,DER TURM IST EROBERT,LA TOUR EST CONQUISE
The Crown That Waits has fallen. Your company has conquered all 100 floors of the Tower of Resonance.,The Crown That Waits has fallen. Your company has conquered all 100 floors of the Tower of Resonance.,La Corona che attende è caduta. La tua compagnia ha conquistato tutti e 100 i piani della Torre della Risonanza.,"Die Krone, die wartet, ist gefallen. Deine Gefährten haben alle 100 Ebenen des Turms der Resonanz erobert.",La Couronne qui attend est tombée. Ta compagnie a conquis les 100 étages de la Tour de Résonance.
FLOOR 100 CLEARED,FLOOR 100 CLEARED,PIANO 100 SUPERATO,EBENE 100 ABGESCHLOSSEN,ÉTAGE 100 TERMINÉ
A final letter from Eira is waiting in your Mailbox.,A final letter from Eira is waiting in your Mailbox.,L'ultima lettera di Eira ti aspetta nella Posta.,Ein letzter Brief von Eira wartet in deinem Postfach.,Une dernière lettre d'Eira t'attend dans ta Boîte aux lettres.
Read Letter,Read Letter,Leggi la lettera,Brief lesen,Lire la lettre
Continue,Continue,Continua,Fortfahren,Continuer
%sd,%sd,%sg,%sT,%sj
%sd %02dh,%sd %02dh,%sg %02dh,%sT %02dSt,%sj %02dh
"Google Play Games could not confirm a stable player profile. Retry sign-in; cloud saves, achievements, and leaderboards remain disabled.","Google Play Games could not confirm a stable player profile. Retry sign-in; cloud saves, achievements, and leaderboards remain disabled.","Google Play Games non è riuscito a confermare un profilo giocatore stabile. Riprova ad accedere; i salvataggi cloud, gli obiettivi e le classifiche restano disattivati.","Google Play Games konnte kein stabiles Spielerprofil bestätigen. Versuche die Anmeldung erneut; Cloud-Speicherstände, Erfolge und Bestenlisten bleiben deaktiviert.","Google Play Games n'a pas pu confirmer un profil de joueur stable. Réessaie de te connecter ; les sauvegardes cloud, les succès et les classements restent désactivés."
"Google Play Games returned overlapping profile checks. Restart the game before reconnecting; cloud saves, achievements, and leaderboards remain disabled.","Google Play Games returned overlapping profile checks. Restart the game before reconnecting; cloud saves, achievements, and leaderboards remain disabled.","Google Play Games ha restituito verifiche del profilo sovrapposte. Riavvia il gioco prima di riconnetterti; i salvataggi cloud, gli obiettivi e le classifiche restano disattivati.","Google Play Games hat überlappende Profilprüfungen zurückgegeben. Starte das Spiel neu, bevor du dich erneut verbindest; Cloud-Speicherstände, Erfolge und Bestenlisten bleiben deaktiviert.","Google Play Games a renvoyé des vérifications de profil qui se chevauchent. Redémarre le jeu avant de te reconnecter ; les sauvegardes cloud, les succès et les classements restent désactivés."
A Play Games profile check was interrupted. Restart the game before reconnecting so a delayed result cannot be mistaken for another account.,A Play Games profile check was interrupted. Restart the game before reconnecting so a delayed result cannot be mistaken for another account.,"Una verifica del profilo Play Games è stata interrotta. Riavvia il gioco prima di riconnetterti, affinché un risultato in ritardo non venga scambiato per quello di un altro account.","Eine Play Games-Profilprüfung wurde unterbrochen. Starte das Spiel neu, bevor du dich erneut verbindest, damit ein verzögertes Ergebnis nicht für ein anderes Konto gehalten wird.",Une vérification de profil Play Games a été interrompue. Redémarre le jeu avant de te reconnecter afin qu'un résultat tardif ne soit pas confondu avec celui d'un autre compte.
