keys,en,it,de,fr
Poison Slime,Poison Slime,Slime Velenoso,Gift-Slime,Slime venimeux
Pressure Wisp,Pressure Wisp,Fuoco Fatuo della Pressione,Druckirrlicht,Feu follet de pression
Prism Slime,Prism Slime,Slime Prismatico,Prismen-Slime,Slime prismatique
Reefplate Sentinel,Reefplate Sentinel,Sentinella dalla Corazza di Scogliera,Riffplatten-Schildwache,Sentinelle aux Plaques de Récif
Root Node,Root Node,Nodo Radice,Wurzelknoten,Nœud de racine
Root Seal,Root Seal,Sigillo di Radice,Wurzelsiegel,Sceau de racine
Rootbound Vanguard,Rootbound Vanguard,Avanguardia Radicata,Wurzelgebundene Vorhut,Avant-garde Liée aux Racines
Rootcoil Knight,Rootcoil Knight,Cavaliere Spiraradice,Spiralwurzel-Ritter,Chevalier Racine-Spiralée
Root-Crowned Herald,Root-Crowned Herald,Araldo dalla Corona di Radici,Wurzelgekrönter Herold,Héraut Couronné de Racines
Sap Colossling,Sap Colossling,Colossino di Linfa,Saft-Kolössling,Colossillon de Sève
Sapblood Oracle,Sapblood Oracle,Oracolo della Linfa Sanguigna,Saftblut-Orakel,Oracle de Sève Sanglante
Sealbreaker,Sealbreaker,Spezzasigilli,Siegelbrecher,Brise-sceau
Slime King,Slime King,Re degli Slime,Slime-König,Roi des slimes
Sootbound Keeper,Sootbound Keeper,Custode della Fuliggine,Rußgebundener Hüter,Gardien Lié à la Suie
Sporebound Shaman,Sporebound Shaman,Sciamano delle Spore,Sporengebundener Schamane,Chaman Lié aux Spores
Starhide Prowler,Starhide Prowler,Predatore Pellestellare,Sternenhaut-Schleicher,Rôdeur à la Peau d'Étoile
Thorn Choir,Thorn Choir,Coro di Spine,Dornenchor,Chœur d'épines
Thornback Boar,Thornback Boar,Cinghiale Dorsospina,Dornrücken-Eber,Sanglier Dos-d'Épines
Tide Seal,Tide Seal,Sigillo di Marea,Gezeitensiegel,Sceau de marée
Tide Wisp,Tide Wisp,Fuoco Fatuo della Marea,Gezeitenirrlicht,Feu follet de marée
Tide-Sworn Cantor,Tide-Sworn Cantor,Cantore Devoto alla Marea,Gezeitenvereidigter Kantor,Chantre Voué à la Marée
Umbral Stalker,Umbral Stalker,Predatore Umbratile,Schattenpirscher,Traqueur Ombreux
Vault Sentinel,Vault Sentinel,Sentinella della Cripta,Gewölbe-Schildwache,Sentinelle de la Crypte
Veinroot Beast,Veinroot Beast,Bestia Radicevenata,Aderwurzel-Biest,Bête Racine-Veinée
Venom Mist,Venom Mist,Nebbia Velenosa,Giftnebel,Brume venimeuse
"Veyra, the Star-Eating Chimera","Veyra, the Star-Eating Chimera","Veyra, la Chimera Divorastelle","Veyra, die sternenfressende Chimäre","Veyra, la Chimère Dévoreuse d'Étoiles"
Voidglass Seer,Voidglass Seer,Veggente del Vetro del Vuoto,Leerenglas-Seher,Voyant du Verre du Vide
Wick Wraith,Wick Wraith,Spettro dello Stoppino,Dochtgespenst,Spectre de la mèche
Abbot Seal,Abbot Seal,Sigillo dell'Abate,Abtsiegel,Sceau de l'abbé
Aether Lens Shard,Aether Lens Shard,Scheggia di Lente d'Etere,Ätherlinsen-Splitter,Éclat de Lentille d'Éther
Arcane Silt,Arcane Silt,Limo Arcano,Arkaner Schlick,Limon arcanique
Astral Lens,Astral Lens,Lente Astrale,Astrallinse,Lentille astrale
Beast Hide,Beast Hide,Pelle di Bestia,Bestienhaut,Peau de bête
Black Banner Cloth,Black Banner Cloth,Stoffa dello Stendardo Nero,Schwarzes Bannertuch,Étoffe de la Bannière Noire
Bog Iron Ore,Bog Iron Ore,Minerale di Ferro Palustre,Sumpfeisenerz,Minerai de fer des marais
Bone Mosaic,Bone Mosaic,Mosaico d'Ossa,Knochenmosaik,Mosaïque d'os
Brinecloth,Brinecloth,Tessuto Salmastro,Salzlakentuch,Étoffe de saumure
Chimera Hide,Chimera Hide,Pelle di Chimera,Chimärenhaut,Peau de chimère
Cinder Ash,Cinder Ash,Cenere di Brace,Glutasche,Cendre ardente
Condensed Mist,Condensed Mist,Nebbia Condensata,Verdichteter Nebel,Brume condensée
Coral Rivet,Coral Rivet,Rivetto di Corallo,Korallenniete,Rivet de corail
Crownless Steel,Crownless Steel,Acciaio Senza Corona,Kronloser Stahl,Acier Sans Couronne
Dawn Ash,Dawn Ash,Cenere dell'Alba,Morgenasche,Cendre de l'aube
Deepwater Oil,Deepwater Oil,Olio degli Abissi,Tiefwasseröl,Huile des abysses
Devoured Flame,Devoured Flame,Fiamma Divorata,Verschlungene Flamme,Flamme Dévorée
Ember gel,Ember gel,Gel di Brace,Glutgel,Gel de braise
Ember Ink,Ember Ink,Inchiostro di Brace,Gluttinte,Encre de braise
Ferric Root,Ferric Root,Radice Ferrosa,Eisenwurzel,Racine ferreuse
Frost gel,Frost gel,Gel di Gelo,Frostgel,Gel de givre
Gleamwater,Gleamwater,Acquafulgida,Glanzwasser,Eau scintillante
Heartwood,Heartwood,Durame,Kernholz,Bois de cœur
Hollow Star Shard,Hollow Star Shard,Frammento di Stella Vuota,Hohler Sternensplitter,Éclat d'Étoile Creuse
Ironbark Chunk,Ironbark Chunk,Pezzo di Scorzaferrea,Eisenrinden-Brocken,Morceau d'Écorce de Fer
Ironbark Seed,Ironbark Seed,Seme di Scorzaferrea,Eisenrindensamen,Graine d'écorce de fer
Keeper Flame,Keeper Flame,Fiamma del Custode,Flamme des Hüters,Flamme du gardien
Keeper Wick,Keeper Wick,Stoppino del Custode,Docht des Hüters,Mèche du gardien
Lantern Alloy,Lantern Alloy,Lega della Lanterna,Laternenlegierung,Alliage de lanterne
Lifeblood Sap,Lifeblood Sap,Linfa Vitale,Lebensblutsaft,Sève vitale
Luminous Spore,Luminous Spore,Spora Luminosa,Leuchtende Spore,Spore Lumineuse
Matron Eye,Matron Eye,Occhio della Matrona,Auge der Matrone,Œil de la matrone
Meteor Dust,Meteor Dust,Polvere Meteorica,Meteorstaub,Poussière de météore
Moss gel,Moss gel,Gel di Muschio,Moosgel,Gel de mousse
Mycelial Cord,Mycelial Cord,Cordone miceliale,Myzelstrang,Cordon mycélien
Null Wax,Null Wax,Cera del Nulla,Nullwachs,Cire du néant
Orbit Thread,Orbit Thread,Filo Orbitale,Orbitfaden,Fil orbital
Prayer Bead,Prayer Bead,Grano da Preghiera,Gebetsperle,Perle de prière
Prism Shard,Prism Shard,Scheggia Prismatica,Prismensplitter,Éclat prismatique
Prismatic Crown Jewel,Prismatic Crown Jewel,Gioiello della Corona Prismatica,Prismatisches Kronjuwel,Joyau de la Couronne Prismatique
Regal Rivet,Regal Rivet,Rivetto Regale,Königliche Niete,Rivet royal
Regent Signet,Regent Signet,Sigillo del Reggente,Regentensiegel,Sceau du régent
Root Amber,Root Amber,Ambra di Radice,Wurzelbernstein,Ambre de racine
Rootmind Core,Rootmind Core,Nucleo della Menteradice,Wurzelgeist-Kern,Noyau d'esprit-racine
Rootsteel Ore,Rootsteel Ore,Minerale di Acciaioradice,Wurzelstahlerz,Minerai d'acier-racine
Shadow Gland,Shadow Gland,Ghiandola d'Ombra,Schattendrüse,Glande d'ombre
Sootglass,Sootglass,Vetrofuliggine,Rußglas,Verre de suie
Starglass Fragment,Starglass Fragment,Frammento di Vetrostellare,Sternenglas-Fragment,Fragment de Verre Stellaire
Sylvan Fiber,Sylvan Fiber,Fibra Silvestre,Waldfaser,Fibre sylvestre
Tideglass Shard,Tideglass Shard,Scheggia di Vetromarea,Gezeitenglas-Splitter,Éclat de Verre de Marée
Tollkeeper Bell,Tollkeeper Bell,Campana del Gabelliere,Zöllnerglocke,Cloche du Péager
Toxic gel,Toxic gel,Gel Tossico,Giftgel,Gel toxique
Umbral Sinew,Umbral Sinew,Tendine Umbratile,Umbrale Sehne,Tendon d'ombre
Vault Ember,Vault Ember,Brace della Cripta,Gruftglut,Braise de la crypte
Veinleaf,Veinleaf,Foglia Venata,Aderblatt,Feuille veinée
Void Filament,Void Filament,Filamento del Vuoto,Leerenfilament,Filament du vide
Vow Silk,Vow Silk,Seta dei Voti,Gelübdeseide,Soie des vœux
Eclipse Thread,Eclipse Thread,Filo dell'Eclissi,Finsternisfaden,Fil de l'Éclipse
Lastlight Crystal,Lastlight Crystal,Cristallo di Ultimaluce,Letztlicht-Kristall,Cristal de Dernière Lueur
A brutal siege shade designed to crush protection and finish wounded heroes.,A brutal siege shade designed to crush protection and finish wounded heroes.,"Un'ombra d'assedio brutale, creata per infrangere le protezioni e finire gli eroi feriti.","Ein brutaler Belagerungsschatten, geschaffen, um Schutz zu zerschmettern und verwundete Helden zu erledigen.","Une ombre de siège brutale, conçue pour broyer les protections et achever les héros blessés."
A burning prison seal that favors critical magical pressure.,A burning prison seal that favors critical magical pressure.,Un sigillo carcerario ardente che favorisce la pressione magica critica.,"Ein brennendes Kerkersiegel, das kritischen magischen Druck begünstigt.",Un sceau de prison ardent qui favorise la pression magique critique.
A celestial surgeon that copies temporary advantages.,A celestial surgeon that copies temporary advantages.,Un chirurgo celestiale che copia i vantaggi temporanei.,"Ein himmlischer Chirurg, der zeitweilige Vorteile kopiert.",Un chirurgien céleste qui copie les avantages temporaires.
A channeler that forces the drowned avenue toward crushing pressure.,A channeler that forces the drowned avenue toward crushing pressure.,Un canalizzatore che spinge la via sommersa verso una pressione schiacciante.,"Ein Kanalisierer, der die ertrunkene Prachtstraße zu zermalmendem Druck treibt.",Un canaliseur qui pousse l'avenue noyée vers une pression écrasante.
A charging boar hardened by briars and layered bark.,A charging boar hardened by briars and layered bark.,"Un cinghiale in carica, temprato da rovi e strati di corteccia.","Ein stürmender Eber, gehärtet durch Dornen und geschichtete Rinde.","Un sanglier à la charge, endurci par les ronces et l'écorce en couches."
"A citadel keeper built around barriers, magic resistance, and patient control.","A citadel keeper built around barriers, magic resistance, and patient control.","Un custode della cittadella fondato su barriere, resistenza magica e controllo paziente.","Ein Zitadellenhüter, aufgebaut auf Barrieren, Magieresistenz und geduldiger Kontrolle.","Un gardien de citadelle bâti autour des barrières, de la résistance magique et d'un contrôle patient."
A colossal root intellect armored in ancient iron plates.,A colossal root intellect armored in ancient iron plates.,"Un'intelligenza radicale colossale, corazzata con antiche piastre di ferro.","Ein kolossaler Wurzelverstand, gepanzert mit uralten Eisenplatten.","Un intellect racinaire colossal, cuirassé de plaques de fer anciennes."
A commanding shade whose precise attacks punish weak formations.,A commanding shade whose precise attacks punish weak formations.,Un'ombra autoritaria i cui attacchi precisi puniscono le formazioni deboli.,"Ein befehlender Schatten, dessen präzise Angriffe schwache Formationen bestrafen.",Une ombre autoritaire dont les attaques précises punissent les formations faibles.
A countering bruiser that guards the route beyond the ending.,A countering bruiser that guards the route beyond the ending.,Un combattente massiccio che contrattacca e sorveglia la via oltre la fine.,"Ein konternder Schläger, der den Weg jenseits des Endes bewacht.",Une brute à riposte qui garde la route au-delà de la fin.
A dense depth prism surrounded by slow supernatural frost.,A dense depth prism surrounded by slow supernatural frost.,Un denso prisma delle profondità circondato da un lento gelo soprannaturale.,"Ein dichtes Tiefenprisma, umgeben von langsamem übernatürlichem Frost.","Un prisme des profondeurs dense, entouré d'un givre surnaturel et lent."
A dense orbiting beast vulnerable to physical pressure and decay.,A dense orbiting beast vulnerable to physical pressure and decay.,"Una massiccia bestia orbitante, vulnerabile alla pressione fisica e al Decadimento.","Ein dichtes umlaufendes Biest, verwundbar durch physischen Druck und Zerfall.","Une bête orbitale dense, vulnérable à la pression physique et au Déclin."
A depth-born prism charged with compressed flame.,A depth-born prism charged with compressed flame.,Un prisma nato nelle profondità e carico di fiamma compressa.,"Ein in den Tiefen geborenes Prisma, geladen mit verdichteter Flamme.","Un prisme né des profondeurs, chargé de flamme comprimée."
A disciplined empty-armored soldier that protects higher-priority threats.,A disciplined empty-armored soldier that protects higher-priority threats.,Un disciplinato soldato dall'armatura vuota che protegge le minacce più importanti.,"Ein disziplinierter Soldat in leerer Rüstung, der höherrangige Bedrohungen schützt.",Un soldat discipliné à l'armure vide qui protège les menaces les plus prioritaires.
A drifting vault spirit trailing fireproof keeper wick.,A drifting vault spirit trailing fireproof keeper wick.,Uno spirito errante della cripta che trascina stoppino ignifugo da custode.,"Ein treibender Gewölbegeist, der feuerfesten Hüterdocht hinter sich herzieht.","Un esprit de la crypte à la dérive, traînant une mèche de gardien ignifuge."
A drowned bruiser that attacks faster as pressure rises.,A drowned bruiser that attacks faster as pressure rises.,Un combattente annegato che attacca più rapidamente con l'aumentare della Pressione.,"Ein ertrunkener Schläger, der schneller angreift, je höher der Druck steigt.",Une brute noyée qui attaque plus vite à mesure que la Pression monte.
A drowned raider whose salt-caked armor supports long attrition fights.,A drowned raider whose salt-caked armor supports long attrition fights.,Un predone annegato la cui armatura incrostata di sale sostiene lunghe battaglie di logoramento.,"Ein ertrunkener Plünderer, dessen salzverkrustete Rüstung lange Zermürbungskämpfe trägt.",Un pillard noyé dont l'armure incrustée de sel soutient les longs combats d'usure.
A drowned singer that turns afflictions into healing and pressure.,A drowned singer that turns afflictions into healing and pressure.,Un cantore annegato che trasforma le afflizioni in cure e Pressione.,"Ein ertrunkener Sänger, der Leiden in Heilung und Druck verwandelt.",Un chanteur noyé qui transforme les afflictions en soins et en Pression.
"A drowned stone road where brine, decay, and attrition wear down careless parties.","A drowned stone road where brine, decay, and attrition wear down careless parties.","Una strada di pietra sommersa dove salamoia, Decadimento e logoramento consumano i gruppi imprudenti.","Eine ertrunkene Steinstraße, auf der Sole, Zerfall und Zermürbung unachtsame Gruppen aufreiben.","Une route de pierre noyée où saumure, Déclin et usure épuisent les groupes imprudents."
A durable hybrid stitched from incompatible beasts and reinforced organs.,A durable hybrid stitched from incompatible beasts and reinforced organs.,"Un ibrido resistente, ricucito da bestie incompatibili e organi rinforzati.","Ein widerstandsfähiger Hybrid, zusammengenäht aus unvereinbaren Bestien und verstärkten Organen.","Un hybride résistant, cousu à partir de bêtes incompatibles et d'organes renforcés."
A fallen celestial intelligence contained in a body of eclipse glass and living shadow.,A fallen celestial intelligence contained in a body of eclipse glass and living shadow.,"Un'intelligenza celestiale caduta, racchiusa in un corpo di vetro d'eclissi e ombra vivente.","Eine gefallene himmlische Intelligenz, eingeschlossen in einem Körper aus Finsternisglas und lebendem Schatten.","Une intelligence céleste déchue, contenue dans un corps de verre d'éclipse et d'ombre vivante."
"A final mixed farm of four elemental seals, layered defenses, burst, and endurance.","A final mixed farm of four elemental seals, layered defenses, burst, and endurance.","Un ultimo terreno di caccia misto con quattro sigilli elementali, difese stratificate, assalti esplosivi e resistenza.","Ein letztes gemischtes Jagdrevier aus vier Elementarsiegeln, geschichteten Verteidigungen, Schadensspitzen und Ausdauer.","Un dernier terrain de chasse mixte fait de quatre sceaux élémentaires, de défenses en couches, de dégâts explosifs et d'endurance."
"A final prison guardian combining precision, decay, and balanced defenses.","A final prison guardian combining precision, decay, and balanced defenses.","Un guardiano carcerario finale che unisce precisione, Decadimento e difese equilibrate.","Ein letzter Kerkerwächter, der Präzision, Zerfall und ausgewogene Verteidigung vereint.","Un ultime gardien de prison alliant précision, Déclin et défenses équilibrées."
A final-road defender whose armor changes with the Eclipse Clock.,A final-road defender whose armor changes with the Eclipse Clock.,Un difensore dell'Ultima Via la cui armatura muta con l'Orologio dell'Eclissi.,"Ein Verteidiger des Letzten Wegs, dessen Rüstung sich mit der Finsternisuhr wandelt.",Un défenseur de la dernière route dont l'armure change avec l'Horloge de l'Éclipse.
A flowing prison seal that survives through evasion and steady renewal.,A flowing prison seal that survives through evasion and steady renewal.,Un fluido sigillo carcerario che sopravvive grazie alla schivata e a un rinnovamento costante.,"Ein fließendes Kerkersiegel, das durch Ausweichen und stete Erneuerung überlebt.",Un sceau de prison fluide qui survit par l'esquive et un renouvellement constant.
A former vault keeper sealed inside smoke-dark glass armor.,A former vault keeper sealed inside smoke-dark glass armor.,"Un antico custode della cripta, sigillato in un'armatura di vetro annerito dal fumo.","Ein einstiger Gewölbehüter, versiegelt in einer Rüstung aus rauchdunklem Glas.",Un ancien gardien de la crypte scellé dans une armure de verre assombri par la fumée.
