keys,en,it,de,fr
Ranger,Ranger,Ranger,Waldläufer,Rôdeur
"A ranged hunter who scouts hostile territory, marks targets, and gains advantages from terrain and distance.","A ranged hunter who scouts hostile territory, marks targets, and gains advantages from terrain and distance.","Un cacciatore a distanza che esplora territori ostili, marchia i bersagli e sfrutta terreno e distanza a proprio vantaggio.","Ein Fernkampfjäger, der feindliches Gebiet auskundschaftet, Ziele markiert und Vorteile aus Gelände und Entfernung zieht.","Un chasseur à distance qui explore les territoires hostiles, marque les cibles et tire avantage du terrain et de la distance."
Hunter's Mark,Hunter's Mark,Marchio del cacciatore,Jägermal,Marque du chasseur
Strikes the strongest enemy and applies 24% Vulnerability for 4 turns.,Strikes the strongest enemy and applies 24% Vulnerability for 4 turns.,Colpisce il nemico più forte e applica il 24% di Vulnerabilità per 4 turni.,Trifft den stärksten Gegner und wendet 4 Züge lang 24% Verwundbarkeit an.,Frappe l'ennemi le plus fort et applique 24% de Vulnérabilité pendant 4 tours.
Fieldcraft,Fieldcraft,Esperienza sul campo,Feldkunst,Art du terrain
Always +32 Critical Chance and +60% Critical Damage; basic attacks ignore 27% Defense.,Always +32 Critical Chance and +60% Critical Damage; basic attacks ignore 27% Defense.,Sempre +32 Probabilità critica e +60% Danno critico; gli attacchi base ignorano il 27% della Difesa.,Immer +32 Kritische Chance und +60% Kritischer Schaden; Standardangriffe ignorieren 27% Verteidigung.,Toujours +32 Chance critique et +60% Dégâts critiques ; les attaques de base ignorent 27% de la Défense.
Sniper,Sniper,Cecchino,Scharfschütze,Tireur d'élite
"A patient marksman who sacrifices mobility for exceptional range, armor penetration, and single-target damage.","A patient marksman who sacrifices mobility for exceptional range, armor penetration, and single-target damage.","Un tiratore paziente che sacrifica la mobilità per ottenere gittata, penetrazione dell'armatura e danni a bersaglio singolo eccezionali.","Ein geduldiger Schütze, der Beweglichkeit für außergewöhnliche Reichweite, Rüstungsdurchdringung und Einzelzielschaden opfert.","Un tireur patient qui sacrifie sa mobilité pour une portée, une pénétration d'armure et des dégâts sur cible unique exceptionnels."
Aimed Shot,Aimed Shot,Tiro mirato,Gezielter Schuss,Tir ajusté
"Fires at the strongest enemy, ignoring 45% Defense with +25% Critical Chance on this shot.","Fires at the strongest enemy, ignoring 45% Defense with +25% Critical Chance on this shot.","Spara al nemico più forte, ignorando il 45% della Difesa con +25% Probabilità critica su questo colpo.","Feuert auf den stärksten Gegner, ignoriert 45% Verteidigung und erhält +25% Kritische Chance bei diesem Schuss.","Tire sur l'ennemi le plus fort, en ignorant 45% de la Défense, avec +25% Chance critique sur ce tir."
Patient Scope,Patient Scope,Mira paziente,Geduldiges Visier,Visée patiente
Always +21 Critical Chance; +90% Damage on the Sniper's first action each wave.,Always +21 Critical Chance; +90% Damage on the Sniper's first action each wave.,Sempre +21 Probabilità critica; +90% Danni sulla prima azione del Cecchino in ogni ondata.,Immer +21 Kritische Chance; +90% Schaden bei der ersten Aktion des Scharfschützen in jeder Welle.,Toujours +21 Chance critique ; +90% Dégâts sur la première action du Tireur d'élite à chaque vague.
Deadeye,Deadeye,Tiratore infallibile,Meisterschütze,Œil de faucon
A legendary shooter who exposes hidden weaknesses and can decide a battle with one perfectly prepared shot.,A legendary shooter who exposes hidden weaknesses and can decide a battle with one perfectly prepared shot.,Un tiratore leggendario che rivela le debolezze nascoste e può decidere una battaglia con un unico colpo preparato alla perfezione.,"Ein legendärer Schütze, der verborgene Schwächen aufdeckt und eine Schlacht mit einem einzigen perfekt vorbereiteten Schuss entscheiden kann.",Un tireur légendaire qui révèle les faiblesses cachées et peut décider d'une bataille d'un seul tir parfaitement préparé.
Heartseeker Shot,Heartseeker Shot,Tiro al cuore,Herzsucherschuss,Tir en plein cœur
"Fires a guaranteed critical shot at the weakest enemy, ignoring 35% Defense.","Fires a guaranteed critical shot at the weakest enemy, ignoring 35% Defense.","Spara un colpo critico garantito al nemico più debole, ignorando il 35% della Difesa.",Feuert einen garantierten kritischen Schuss auf den schwächsten Gegner und ignoriert 35% Verteidigung.,"Tire un coup critique garanti sur l'ennemi le plus faible, en ignorant 35% de la Défense."
Exposed Weakness,Exposed Weakness,Debolezza esposta,Offene Schwäche,Faiblesse exposée
"Always +198% Critical Damage; basic attacks ignore 22% Defense, and the Deadeye deals +22% Damage on its first action each wave.","Always +198% Critical Damage; basic attacks ignore 22% Defense, and the Deadeye deals +22% Damage on its first action each wave.",Sempre +198% Danno critico; gli attacchi base ignorano il 22% della Difesa e il Tiratore infallibile infligge +22% Danni sulla prima azione di ogni ondata.,"Immer +198% Kritischer Schaden; Standardangriffe ignorieren 22% Verteidigung, und der Meisterschütze verursacht +22% Schaden bei der ersten Aktion jeder Welle.","Toujours +198% Dégâts critiques ; les attaques de base ignorent 22% de la Défense, et l'Œil de faucon inflige +22% Dégâts lors de sa première action de chaque vague."
Beastmaster,Beastmaster,Domatore di bestie,Bestienmeister,Maître des bêtes
A versatile hunter who fights alongside an animal companion and coordinates attacks with it.,A versatile hunter who fights alongside an animal companion and coordinates attacks with it.,Un cacciatore versatile che combatte al fianco di un compagno animale e coordina con esso i propri attacchi.,"Ein vielseitiger Jäger, der an der Seite eines Tiergefährten kämpft und seine Angriffe mit ihm abstimmt.",Un chasseur polyvalent qui combat aux côtés d'un compagnon animal et coordonne ses attaques avec lui.
Coordinated Pounce,Coordinated Pounce,Balzo coordinato,Koordinierter Sprung,Bond coordonné
"Strikes a random enemy 2 times, then shields the Beastmaster (12% max HP, until broken).","Strikes a random enemy 2 times, then shields the Beastmaster (12% max HP, until broken).","Colpisce un nemico casuale 2 volte, poi protegge il Domatore con una barriera (12% dei PV massimi, finché non viene infranta).","Trifft einen zufälligen Gegner 2-mal und schützt dann den Bestienmeister (12% der maximalen LP, bis sie bricht).","Frappe un ennemi au hasard 2 fois, puis protège le Maître des bêtes (12% des PV max, jusqu'à ce qu'elle soit brisée)."
Bonded Companion,Bonded Companion,Compagno legato,Verbundener Gefährte,Compagnon lié
"Always +10% Damage. Below 35% Health, gains a 20% max HP barrier (once per 4 turns).","Always +10% Damage. Below 35% Health, gains a 20% max HP barrier (once per 4 turns).","Sempre +10% Danni. Sotto il 35% di salute, ottiene una barriera del 20% dei PV massimi (una volta ogni 4 turni).",Immer +10% Schaden. Unter 35% Leben entsteht eine Barriere von 20% der maximalen LP (einmal alle 4 Züge).,"Toujours +10% Dégâts. Sous 35% de Vie, gagne une barrière de 20% des PV max (une fois tous les 4 tours)."
Wild Warden,Wild Warden,Custode selvaggio,Wildhüter,Gardien sauvage
A master of the hunt who commands a powerful bonded beast and turns the surrounding wilderness into an ally.,A master of the hunt who commands a powerful bonded beast and turns the surrounding wilderness into an ally.,Un maestro della caccia che comanda una potente bestia legata e trasforma la natura circostante in un'alleata.,"Ein Meister der Jagd, der eine mächtige verbundene Bestie befehligt und die umgebende Wildnis zum Verbündeten macht.",Un maître de la chasse qui commande une puissante bête liée et fait de la nature environnante une alliée.
Alpha's Pounce,Alpha's Pounce,Balzo dell'alfa,Satz des Alphas,Bond de l'alpha
"Calls a pack to strike every enemy 2 times, then grants +20% Damage for 3 turns.","Calls a pack to strike every enemy 2 times, then grants +20% Damage for 3 turns.","Chiama un branco che colpisce 2 volte tutti i nemici, poi concede +20% Danni per 3 turni.","Ruft ein Rudel, das jeden Gegner 2-mal trifft, und gewährt dann +20% Schaden für 3 Züge.","Appelle une meute qui frappe chaque ennemi 2 fois, puis accorde +20% Dégâts pendant 3 tours."
Pack Instinct,Pack Instinct,Istinto del branco,Rudelinstinkt,Instinct de meute
"Always +5 Threat and +27% Damage. Each allied basic attack gives the Wild Warden alone +6% Damage (Momentum, up to +52%) for the rest of the battle.","Always +5 Threat and +27% Damage. Each allied basic attack gives the Wild Warden alone +6% Damage (Momentum, up to +52%) for the rest of the battle.","Sempre +5 Minaccia e +27% Danni. Ogni attacco base alleato concede solo al Custode selvaggio +6% Danni (Slancio, fino a +52%) per il resto della battaglia.","Immer +5 Bedrohung und +27% Schaden. Jeder Standardangriff eines Verbündeten gibt allein dem Wildhüter +6% Schaden (Schwung, bis +52%) für den Rest des Kampfes.","Toujours +5 Menace et +27% Dégâts. Chaque attaque de base alliée accorde au seul Gardien sauvage +6% Dégâts (Élan, jusqu'à +52%) pour le reste du combat."
Cleric,Cleric,Chierico,Kleriker,Clerc
"A divine support hero who restores health, removes harmful conditions, and protects the party from supernatural threats.","A divine support hero who restores health, removes harmful conditions, and protects the party from supernatural threats.","Un eroe di supporto divino che ripristina salute, rimuove le condizioni nocive e protegge il gruppo dalle minacce soprannaturali.","Ein göttlicher Unterstützungsheld, der Leben wiederherstellt, schädliche Zustände entfernt und die Gruppe vor übernatürlichen Bedrohungen schützt.","Un héros de soutien divin qui restaure la Vie, retire les états néfastes et protège le groupe des menaces surnaturelles."
Restoring Prayer,Restoring Prayer,Preghiera risanatrice,Heilendes Gebet,Prière réparatrice
Heals the weakest ally and grants +18 Magic Defense for 3 turns.,Heals the weakest ally and grants +18 Magic Defense for 3 turns.,Cura l'alleato più debole e concede +18 Difesa magica per 3 turni.,Heilt den schwächsten Verbündeten und gewährt +18 Magieverteidigung für 3 Züge.,Soigne l'allié le plus faible et accorde +18 Défense magique pendant 3 tours.
Divine Grace,Divine Grace,Grazia divina,Göttliche Gnade,Grâce divine
"Always +45 Healing and +52 Immunity; every heal performed restores 30 mana. After every action, Twin Mercy delivers a two-pulse heal to 1 wounded ally.","Always +45 Healing and +52 Immunity; every heal performed restores 30 mana. After every action, Twin Mercy delivers a two-pulse heal to 1 wounded ally.","Sempre +45 Cure e +52 Immunità; ogni cura effettuata ripristina 30 mana. Dopo ogni azione, Duplice misericordia cura in due impulsi 1 alleato ferito.",Immer +45 Heilung und +52 Immunität; jede gewirkte Heilung stellt 30 Mana wieder her. Nach jeder Aktion spendet Zwillingsgnade 1 verwundetem Verbündeten eine Heilung in zwei Impulsen.,"Toujours +45 Soins et +52 Immunité ; chaque soin prodigué restaure 30 mana. Après chaque action, Double miséricorde délivre un soin en deux impulsions à 1 allié blessé."
Priest,Priest,Sacerdote,Priester,Prêtre
"A dedicated healer who provides efficient restoration, blessings, and emergency protection for wounded allies.","A dedicated healer who provides efficient restoration, blessings, and emergency protection for wounded allies.","Un guaritore devoto che offre cure efficaci, benedizioni e protezione d'emergenza agli alleati feriti.","Ein hingebungsvoller Heiler, der wirksame Wiederherstellung, Segnungen und Notfallschutz für verwundete Verbündete bietet.","Un guérisseur dévoué qui offre des soins efficaces, des bénédictions et une protection d'urgence aux alliés blessés."
Circle of Mending,Circle of Mending,Cerchio di guarigione,Kreis der Genesung,Cercle de guérison
"Heals the whole party immediately, then applies Regeneration (45% Attack per turn) for 3 turns.","Heals the whole party immediately, then applies Regeneration (45% Attack per turn) for 3 turns.","Cura immediatamente l'intero gruppo, poi applica Rigenerazione (45% dell'Attacco a turno) per 3 turni.",Heilt die gesamte Gruppe sofort und wendet dann 3 Züge lang Regeneration (45% Angriff pro Zug) an.,"Soigne immédiatement tout le groupe, puis applique une Régénération (45% Attaque par tour) pendant 3 tours."
Benediction,Benediction,Benedizione,Segensspruch,Bénédiction
"Always +40 Healing; the whole party gains +10 Healing and every heal performed cleanses its target. After every action, Shared Grace splits a heal between 2 wounded allies.","Always +40 Healing; the whole party gains +10 Healing and every heal performed cleanses its target. After every action, Shared Grace splits a heal between 2 wounded allies.","Sempre +40 Cure; l'intero gruppo ottiene +10 Cure e ogni cura effettuata rimuove gli stati nocivi dal bersaglio. Dopo ogni azione, Grazia condivisa divide una cura tra 2 alleati feriti.","Immer +40 Heilung; die gesamte Gruppe erhält +10 Heilung, und jede gewirkte Heilung reinigt ihr Ziel. Nach jeder Aktion verteilt Geteilte Gnade eine Heilung auf 2 verwundete Verbündete.","Toujours +40 Soins ; tout le groupe gagne +10 Soins et chaque soin prodigué purifie sa cible. Après chaque action, Grâce partagée répartit un soin entre 2 alliés blessés."
