keys,en,it,de,fr
Cinder Ash,Cinder Ash,Cenere di Brace,Glutasche,Cendre ardente
Fine ash holding the strength of an unbroken vow.,Fine ash holding the strength of an unbroken vow.,Cenere fine che custodisce la forza di un voto mai infranto.,"Feine Asche, die die Kraft eines ungebrochenen Gelübdes birgt.",Cendre fine qui garde la force d'un vœu jamais rompu.
Vow Silk,Vow Silk,Seta dei Voti,Gelübdeseide,Soie des vœux
Dark monastery silk threaded with banked heat.,Dark monastery silk threaded with banked heat.,Seta scura del monastero intessuta di calore sopito.,"Dunkle Klosterseide, durchwirkt von gehüteter Hitze.",Soie sombre du monastère parcourue d'une chaleur couvée.
Abbot Seal,Abbot Seal,Sigillo dell'Abate,Abtsiegel,Sceau de l'abbé
"The final seal carried by the Ash Abbot, still warm with disciplined healing flame.","The final seal carried by the Ash Abbot, still warm with disciplined healing flame.","L'ultimo sigillo portato dall'Abate delle Ceneri, ancora caldo di una disciplinata fiamma guaritrice.","Das letzte Siegel, getragen vom Aschenabt, noch warm von disziplinierter Heilflamme.","Le sceau ultime porté par l'Abbé des Cendres, encore tiède d'une flamme de soin disciplinée."
Starglass Fragment,Starglass Fragment,Frammento di Vetrostellare,Sternenglas-Fragment,Fragment de Verre Stellaire
A sharp fragment of observatory lens glass.,A sharp fragment of observatory lens glass.,Un frammento affilato del vetro di una lente dell'osservatorio.,Ein scharfer Splitter aus Observatoriums-Linsenglas.,Un éclat tranchant de verre de lentille d'observatoire.
Orbit Thread,Orbit Thread,Filo Orbitale,Orbitfaden,Fil orbital
Weightless thread that curls around nearby objects.,Weightless thread that curls around nearby objects.,Filo senza peso che si avvolge attorno agli oggetti vicini.,"Schwereloser Faden, der sich um nahe Objekte kringelt.",Fil sans poids qui s'enroule autour des objets proches.
Astral Lens,Astral Lens,Lente Astrale,Astrallinse,Lentille astrale
The intact focusing lens of the Glasswing Astromancer.,The intact focusing lens of the Glasswing Astromancer.,La lente di focalizzazione intatta dell'Astromante Alacristallo.,Die unversehrte Sammellinse des Glasflügel-Astromanten.,La lentille de focalisation intacte de l'Astromancien Aile-de-verre.
Chimera Hide,Chimera Hide,Pelle di Chimera,Chimärenhaut,Peau de chimère
Adaptive hide taken from the Umbral Menagerie.,Adaptive hide taken from the Umbral Menagerie.,Pelle adattiva proveniente dal Serraglio Umbratile.,Anpassungsfähige Haut aus der Schattenmenagerie.,Peau adaptative provenant de la Ménagerie des Ombres.
Umbral Sinew,Umbral Sinew,Tendine Umbratile,Umbrale Sehne,Tendon d'ombre
Shadow-dark tendon used for flexible equipment.,Shadow-dark tendon used for flexible equipment.,Tendine scuro come l'ombra usato per equipaggiamenti flessibili.,"Schattendunkle Sehne, verwendet für flexible Ausrüstung.","Tendon sombre comme l'ombre, utilisé pour l'équipement souple."
Matron Eye,Matron Eye,Occhio della Matrona,Auge der Matrone,Œil de la matrone
A many-faceted eye from the Chimera Matron.,A many-faceted eye from the Chimera Matron.,Un occhio dalle molte sfaccettature della Matrona chimera.,Ein vielfacettiges Auge der Chimärenmatrone.,Un œil aux multiples facettes de la Matrone Chimère.
Crownless Steel,Crownless Steel,Acciaio Senza Corona,Kronloser Stahl,Acier Sans Couronne
Blackened citadel steel that bears no crest.,Blackened citadel steel that bears no crest.,Acciaio annerito della cittadella privo di stemma.,"Geschwärzter Zitadellenstahl, der kein Wappen trägt.",Acier noirci de la citadelle ne portant aucun blason.
Black Banner Cloth,Black Banner Cloth,Stoffa dello Stendardo Nero,Schwarzes Bannertuch,Étoffe de la Bannière Noire
A strip of command banner that drinks reflected light.,A strip of command banner that drinks reflected light.,Una striscia di stendardo di comando che assorbe la luce riflessa.,"Ein Streifen Befehlsbanner, das reflektiertes Licht trinkt.",Une bande de bannière de commandement qui boit la lumière réfléchie.
Regent Signet,Regent Signet,Sigillo del Reggente,Regentensiegel,Sceau du régent
The signet of a ruler whose throne stood empty.,The signet of a ruler whose throne stood empty.,Il sigillo di un sovrano il cui trono rimase vuoto.,"Das Siegel eines Herrschers, dessen Thron leer stand.",Le sceau d'un souverain dont le trône demeura vide.
Heartwood,Heartwood,Durame,Kernholz,Bois de cœur
Living wood harvested without harming the Worldroot.,Living wood harvested without harming the Worldroot.,Legno vivente raccolto senza danneggiare la Radice del Mondo.,"Lebendes Holz, geerntet, ohne der Weltwurzel zu schaden.",Bois vivant récolté sans nuire à la Racine du Monde.
Lifeblood Sap,Lifeblood Sap,Linfa Vitale,Lebensblutsaft,Sève vitale
Powerful restorative sap from the Worldroot Heart.,Powerful restorative sap from the Worldroot Heart.,Potente linfa rigenerante del Cuore della Radice del Mondo.,Kraftvoller heilender Saft aus dem Weltwurzelherz.,Puissante sève réparatrice issue du Cœur de la Racine du Monde.
Keeper Flame,Keeper Flame,Fiamma del Custode,Flamme des Hüters,Flamme du gardien
"A preserved flame entrusted to the Heart's Custodian, used in masterwork healing relics.","A preserved flame entrusted to the Heart's Custodian, used in masterwork healing relics.","Una fiamma conservata e affidata al Custode del Cuore, usata in reliquie guaritrici di fattura magistrale.","Eine bewahrte Flamme, anvertraut dem Hüter des Herzens, verwendet in meisterlichen Heilreliquien.","Une flamme préservée confiée au Custode du Cœur, utilisée dans les reliques de soin de facture magistrale."
Lastlight Crystal,Lastlight Crystal,Cristallo di Ultimaluce,Letztlicht-Kristall,Cristal de Dernière Lueur
A bright crystal formed where eclipse and lantern light meet.,A bright crystal formed where eclipse and lantern light meet.,Un cristallo luminoso formato nel punto in cui si incontrano l'eclissi e la luce delle lanterne.,"Ein heller Kristall, entstanden dort, wo Eklipse und Laternenlicht aufeinandertreffen.",Un cristal éclatant formé là où l'éclipse et la lumière des lanternes se rencontrent.
Eclipse Thread,Eclipse Thread,Filo dell'Eclissi,Finsternisfaden,Fil de l'Éclipse
A strand that alternates between perfect light and shadow.,A strand that alternates between perfect light and shadow.,Un filo che alterna luce perfetta e ombra.,"Ein Faden, der zwischen vollkommenem Licht und Schatten wechselt.",Un fil qui alterne entre lumière parfaite et ombre.
Hollow Star Shard,Hollow Star Shard,Frammento di Stella Vuota,Hohler Sternensplitter,Éclat d'Étoile Creuse
A stable shard left by the defeated Hollow Star.,A stable shard left by the defeated Hollow Star.,Un frammento stabile lasciato dalla Stella Vuota sconfitta.,"Ein stabiler Splitter, hinterlassen vom besiegten Hohlen Stern.",Un éclat stable laissé par l'Étoile Creuse vaincue.
Arcane Silt,Arcane Silt,Limo Arcano,Arkaner Schlick,Limon arcanique
Fine elemental sediment gathered in the Elemental Depths.,Fine elemental sediment gathered in the Elemental Depths.,Fine sedimento elementale raccolto nelle Profondità Elementali.,"Feines Elementarsediment, gesammelt in den Elementartiefen.",Fin sédiment élémentaire recueilli dans les Profondeurs Élémentaires.
Gleamwater,Gleamwater,Acquafulgida,Glanzwasser,Eau scintillante
Liquid radiance condensed from the Depths' drifting mist.,Liquid radiance condensed from the Depths' drifting mist.,Luminosità liquida condensata dalla nebbia errante delle Profondità.,"Flüssiger Glanz, verdichtet aus dem treibenden Nebel der Tiefen.",Éclat liquide condensé à partir de la brume errante des Profondeurs.
Mycelial Cord,Mycelial Cord,Cordone miceliale,Myzelstrang,Cordon mycélien
A tough fungal cord pulled from the Ironroot Warrens.,A tough fungal cord pulled from the Ironroot Warrens.,Un robusto cordone fungino estratto dai Cunicoli di Radiceferrea.,"Eine zähe Pilzschnur, gezogen aus den Eisenwurzel-Gängen.",Un cordon fongique résistant tiré des Terriers de Racine-de-fer.
Ferric Root,Ferric Root,Radice Ferrosa,Eisenwurzel,Racine ferreuse
A metal-rich root grown through the warrens' iron seams.,A metal-rich root grown through the warrens' iron seams.,Una radice ricca di metallo cresciuta nelle vene ferrose dei cunicoli.,"Eine metallreiche Wurzel, gewachsen durch die Eisenadern der Gänge.",Une racine riche en métal poussée à travers les veines de fer des terriers.
Coral Rivet,Coral Rivet,Rivetto di Corallo,Korallenniete,Rivet de corail
A naturally hardened coral fastener from the Sunken Causeway.,A naturally hardened coral fastener from the Sunken Causeway.,Un fissaggio di corallo indurito naturalmente proveniente dalla Strada Sommersa.,Ein natürlich gehärteter Korallenbeschlag vom Versunkenen Damm.,Une attache de corail naturellement durcie provenant de la Chaussée Engloutie.
Deepwater Oil,Deepwater Oil,Olio degli Abissi,Tiefwasseröl,Huile des abysses
Dense waterproof oil gathered from drowned machinery.,Dense waterproof oil gathered from drowned machinery.,Denso olio impermeabile raccolto da macchinari sommersi.,"Dichtes wasserfestes Öl, gesammelt aus ertrunkenen Maschinen.",Huile imperméable dense recueillie sur des machineries englouties.
Sootglass,Sootglass,Vetrofuliggine,Rußglas,Verre de suie
Black glass condensed from the Lantern Vault's hungry smoke.,Black glass condensed from the Lantern Vault's hungry smoke.,Vetro nero condensato dal fumo famelico della Cripta della Lanterna.,"Schwarzes Glas, verdichtet aus dem hungrigen Rauch der Laternengruft.",Verre noir condensé à partir de la fumée avide de la Crypte de la lanterne.
Vault Ember,Vault Ember,Brace della Cripta,Gruftglut,Braise de la crypte
A controlled ember preserved inside the sealed Lantern Vault.,A controlled ember preserved inside the sealed Lantern Vault.,Una brace controllata conservata nella Cripta della Lanterna sigillata.,"Eine gebändigte Glut, bewahrt in der versiegelten Laternengruft.",Une braise maîtrisée conservée dans la Crypte scellée de la lanterne.
Prayer Bead,Prayer Bead,Grano da Preghiera,Gebetsperle,Perle de prière
A heat-darkened bead carried through countless monastery vows.,A heat-darkened bead carried through countless monastery vows.,"Un grano annerito dal calore, portato attraverso innumerevoli voti del monastero.","Eine hitzegeschwärzte Perle, getragen durch unzählige Klostergelübde.","Une perle noircie par la chaleur, portée à travers d'innombrables vœux du monastère."
Ember Ink,Ember Ink,Inchiostro di Brace,Gluttinte,Encre de braise
Fireproof ink used to write binding vows on equipment.,Fireproof ink used to write binding vows on equipment.,Inchiostro ignifugo usato per scrivere voti vincolanti sull'equipaggiamento.,"Feuerfeste Tinte, verwendet, um bindende Gelübde auf Ausrüstung zu schreiben.",Encre ignifuge servant à inscrire des vœux contraignants sur l'équipement.
Meteor Dust,Meteor Dust,Polvere Meteorica,Meteorstaub,Poussière de météore
Fine celestial dust shaken loose from shattered instruments.,Fine celestial dust shaken loose from shattered instruments.,Fine polvere celeste liberata da strumenti infranti.,"Feiner Himmelsstaub, gelöst aus zerschmetterten Instrumenten.",Fine poussière céleste détachée d'instruments brisés.
Aether Lens Shard,Aether Lens Shard,Scheggia di Lente d'Etere,Ätherlinsen-Splitter,Éclat de Lentille d'Éther
A weightless lens fragment that bends magical currents.,A weightless lens fragment that bends magical currents.,Un frammento di lente senza peso che piega le correnti magiche.,"Ein schwereloses Linsenfragment, das magische Strömungen beugt.",Un fragment de lentille sans poids qui courbe les courants magiques.
Bone Mosaic,Bone Mosaic,Mosaico d'Ossa,Knochenmosaik,Mosaïque d'os
Compatible chimera bone plates naturally locked together.,Compatible chimera bone plates naturally locked together.,"Piastre ossee di chimera compatibili, incastrate naturalmente tra loro.","Passende Chimären-Knochenplatten, auf natürliche Weise ineinander verhakt.","Des plaques d'os de chimère compatibles, naturellement emboîtées les unes dans les autres."
Shadow Gland,Shadow Gland,Ghiandola d'Ombra,Schattendrüse,Glande d'ombre
An umbral organ that secretes flexible living shadow.,An umbral organ that secretes flexible living shadow.,Un organo umbratile che secerne ombra vivente e flessibile.,"Ein Schattenorgan, das geschmeidigen lebenden Schatten absondert.",Un organe d'ombre qui sécrète une ombre vivante et souple.
Regal Rivet,Regal Rivet,Rivetto Regale,Königliche Niete,Rivet royal
An unmarked citadel fastener made for crownless armor.,An unmarked citadel fastener made for crownless armor.,"Un fissaggio della cittadella senza marchi, creato per armature prive di corona.","Ein unmarkierter Zitadellenbeschlag, gemacht für kronlose Rüstung.","Une attache de citadelle sans marque, faite pour les armures sans couronne."
Null Wax,Null Wax,Cera del Nulla,Nullwachs,Cire du néant
Light-drinking wax used to seal the Crownless Citadel's banners.,Light-drinking wax used to seal the Crownless Citadel's banners.,"Cera che assorbe la luce, usata per sigillare gli stendardi della Cittadella Senza Corona.","Lichttrinkendes Wachs, verwendet, um die Banner der Kronlosen Zitadelle zu versiegeln.","Cire buvant la lumière, utilisée pour sceller les bannières de la Citadelle Sans-Couronne."
Veinleaf,Veinleaf,Foglia Venata,Aderblatt,Feuille veinée
A living leaf threaded with resilient sap veins.,A living leaf threaded with resilient sap veins.,Una foglia vivente attraversata da resistenti vene di linfa.,"Ein lebendes Blatt, durchzogen von widerstandsfähigen Saftadern.",Une feuille vivante parcourue de veines de sève résistantes.
Root Amber,Root Amber,Ambra di Radice,Wurzelbernstein,Ambre de racine
Ancient Worldroot resin hardened into warm amber.,Ancient Worldroot resin hardened into warm amber.,Antica resina della Radice del Mondo indurita in calda ambra.,"Uraltes Weltwurzelharz, gehärtet zu warmem Bernstein.",Ancienne résine de la Racine du Monde durcie en un ambre chaud.
Dawn Ash,Dawn Ash,Cenere dell'Alba,Morgenasche,Cendre de l'aube
Pale ash left where first light touches the eclipse.,Pale ash left where first light touches the eclipse.,Cenere pallida lasciata dove la prima luce tocca l'eclissi.,"Bleiche Asche, zurückgelassen dort, wo das erste Licht die Eklipse berührt.",Cendre pâle laissée là où la première lumière touche l'éclipse.
Void Filament,Void Filament,Filamento del Vuoto,Leerenfilament,Filament du vide
A stable strand drawn from the edge of the Hollow Star.,A stable strand drawn from the edge of the Hollow Star.,Un filo stabile estratto dal margine della Stella Vuota.,"Ein stabiler Faden, gezogen vom Rand des Hohlen Sterns.",Un fil stable tiré du bord de l'Étoile Creuse.
Prismsteel Blank,Prismsteel Blank,Grezzo di acciaio prismatico,Prismenstahl-Rohling,Ébauche d'acier prismatique
Prism and silt fused into rigid tier 2 stock.,Prism and silt fused into rigid tier 2 stock.,Prisma e limo fusi in un semilavorato rigido di grado 2.,"Prisma und Schlick, verschmolzen zu starrem Rohmaterial des Grades 2.",Prisme et limon fondus en une ébauche rigide de palier 2.
Mistweave Coil,Mistweave Coil,Bobina di trama di nebbia,Nebelgewebe-Spirale,Bobine de trame de brume
Mist and gleamwater spun into flexible tier 2 stock.,Mist and gleamwater spun into flexible tier 2 stock.,Nebbia e Acquafulgida filate in un semilavorato flessibile di grado 2.,"Nebel und Schimmerwasser, gesponnen zu flexiblem Rohmaterial des Grades 2.",Brume et eau scintillante filées en une ébauche souple de palier 2.
Rootsteel Billet,Rootsteel Billet,Lingotto di Acciaioradice,Wurzelstahl-Knüppel,Lingot d'acier-racine
Rootsteel and ferric root refined into rigid tier 4 stock.,Rootsteel and ferric root refined into rigid tier 4 stock.,Acciaioradice e Radice Ferrosa raffinati in un semilavorato rigido di grado 4.,"Wurzelstahl und Eisenwurzel, veredelt zu starrem Rohmaterial des Grades 4.",Acier-racine et racine ferrique raffinés en une ébauche rigide de palier 4.
Sporeweave Lattice,Sporeweave Lattice,Reticolo di trama sporale,Sporengewebe-Gitter,Treillis de trame sporale
Spores and mycelial cord woven into flexible tier 4 stock.,Spores and mycelial cord woven into flexible tier 4 stock.,Spore e cordone miceliale intrecciati in un semilavorato flessibile di grado 4.,"Sporen und Myzelschnur, verwoben zu flexiblem Rohmaterial des Grades 4.",Spores et cordon mycélien tissés en une ébauche souple de palier 4.
